docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-L-0000000582,Unspecified," Catshuisbrand affaire . Heeft TNO-rapport",onder de pet," gehouden . Rook ? Vuur",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.1356.s.2.w.3 text.1.event.1356.s.2.w.4 text.1.event.1356.s.2.w.5,"  ","  "
WR-P-E-L-0000000255,Unspecified," @mikoflohr We houden het dus",onder de pet," . En ik zal streng",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.5745.s.1.w.6 text.1.event.5745.s.1.w.7 text.1.event.5745.s.1.w.8,"  ","  "
WR-P-E-L-0000000353,Unspecified," dat houden we nog even",onder de pet," . Ik geloof niet dat",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.420.s.1.w.12 text.1.event.420.s.1.w.13 text.1.event.420.s.1.w.14,"  ","  "
WR-P-E-L-0000000544,Unspecified," oorlog http://t.co/gUJQ1kQB Nieuw fraudegeval RU",onder de pet," gehouden http://t.co/ZoGoPAdU RT @jellebc :",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.331.s.1.w.4 text.1.event.331.s.1.w.5 text.1.event.331.s.1.w.6,"  ","  "
WR-P-E-L-0000000521,Unspecified," misstanden die door je superieuren",onder de pet," gehouden worden , wilden melden",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.5111.s.1.w.15 text.1.event.5111.s.1.w.16 text.1.event.5111.s.1.w.17,"  ","  "
WR-P-E-L-0000000120,Unspecified," probeer dat altijd een beetje",onder de pet," te houden .. @juulfairy Oe",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.2607.s.2.w.7 text.1.event.2607.s.2.w.8 text.1.event.2607.s.2.w.9,"  ","  "
WR-P-E-L-0000000122,Unspecified," oorlog http://t.co/gUJQ1kQB Nieuw fraudegeval RU",onder de pet," gehouden http://t.co/ZoGoPAdU RT @jellebc :",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.337.s.1.w.4 text.1.event.337.s.1.w.5 text.1.event.337.s.1.w.6,"  ","  "
WR-P-P-G-0000257980,Ik zoek de schoonheid graag in de schaduwen'," producer schoof zijn hypergesofistikeerde beats",onder de Pet," Shop Boys , gaf """,onder de Pet,"VZ(init) LID(bep,stan,rest) SPEC(deeleigen)",VZ LID SPEC,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.2.w.8 p.4.s.2.w.9 p.4.s.2.w.10,"  ","  "
WR-P-E-C-0000002765,Top 40 gaat ook illegale bestanden meetellen," degelijk meenam , maar dit",onder de pet," hield . De Top 40",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.4.w.19 p.2.s.4.w.20 p.2.s.4.w.21,"  ","  "
WR-P-E-C-0000000201,Unspecified," ; Rob Doeve , """,Onder de pet," "" 3 Pinkhof Medische spellingcontrole",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.300.s.1.w.20 p.300.s.1.w.21 p.300.s.1.w.22,"  ","  "
WR-P-E-C-0000002364,RTV Amstelveen zendt uit zonder vergunning," op aandrang van de wethouder",onder de pet," , tot GroenLinks de vertrouwelijkheid",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.5.s.1.w.15 p.5.s.1.w.16 p.5.s.1.w.17,"  ","  "
WR-P-E-C-0000000182,Unspecified," : > Rob Doeve .",Onder de pet," . En ander modern taalgebruik",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.102.s.3.w.1 p.102.s.3.w.2 p.102.s.3.w.3,"  ","  "
WR-P-E-C-0000000188,Unspecified," een verhaal "" : )",Onder de pet," houden . Blz. 72 -",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.352.s.1.w.15 p.352.s.1.w.16 p.352.s.1.w.17,"  ","  "
WR-P-E-L-0000000546,Unspecified," PVV ! Willen de waarheid",onder de pet," houden ! RT @Teletekst :",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.2906.s.2.w.4 text.1.event.2906.s.2.w.5 text.1.event.2906.s.2.w.6,"  ","  "
WR-P-E-L-0000000413,Unspecified," Mark beloofd het nog even",onder de pet," te houden . #briljantekameraad #Rutte",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.832.s.1.w.8 text.1.event.832.s.1.w.9 text.1.event.832.s.1.w.10,"  ","  "
WR-P-E-L-0000000413,Unspecified," Uitkomst houden we nog even",onder de pet," ;-) Net stukje gemaild naar",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.967.s.2.w.6 text.1.event.967.s.2.w.7 text.1.event.967.s.2.w.8,"  ","  "
WR-P-E-L-0000000568,Unspecified," zaken die het kabinet liever",onder de pet," houdt #pgb Telegraaf meldt dat",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.1343.s.1.w.24 text.1.event.1343.s.1.w.25 text.1.event.1343.s.1.w.26,"  ","  "
WR-P-P-B-0000000031,De Souffleur," het geheel met alle geweld",onder de pet," wilde houden . Die breuk",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3157.s.7.w.24 p.3157.s.7.w.25 p.3157.s.7.w.26,"  ","  "
WR-P-P-G-0000013464,Tanks zijn uit fatale oefening geschrapt," typerende ` reflex van het",onder de pet," houden ' van heikele zaken",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.5.w.18 p.4.s.5.w.19 p.4.s.5.w.20,"  ","  "
WR-P-P-G-0000066619,Die pet past ons allemaal," de andere zes ? Alles",onder de pet," gehouden ? Je moet er",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.7.s.6.w.2 p.7.s.6.w.3 p.7.s.6.w.4,"  ","  "
WR-P-P-G-0000099470,Viermaal zoveel gif op Vietnam tijdens oorlog," heeft het gifprobleem tot dusver",onder de pet," gehouden . Uit de studie",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.6.s.1.w.27 p.6.s.1.w.28 p.6.s.1.w.29,"  ","  "
WR-P-P-H-0000148115,Loopgraven," . Deze kwesties blijven allemaal",onder de pet," -- het veel geroemde discours",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.1.w.5 p.3.s.1.w.6 p.3.s.1.w.7,"  ","  "
WR-P-P-H-0000165758,Onder de pet,,Onder de pet," Broertjes is de man die",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",head.1.s.1.w.1 head.1.s.1.w.2 head.1.s.1.w.3,"  ","  "
WR-P-P-H-0000165758,Onder de pet," hoofdredacteur doen die cruciale informatie",onder de pet," heeft gehouden ? ",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.2.w.10 p.2.s.2.w.11 p.2.s.2.w.12,"  ","  "
WR-P-P-H-0000149926,"«Het is een lastige tijd, ja een ingewikkelde tijd»"," Nee , er is niets",onder de pet," gehouden . Geen sprake van",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.8.s.7.w.6 p.8.s.7.w.7 p.8.s.7.w.8,"  ","  "
WR-P-P-H-0000059477,Het parfum van de doofpot," besloten de verkeersleiders de informatie",onder de pet," te houden . Koopmans wist",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.5.w.12 p.4.s.5.w.13 p.4.s.5.w.14,"  ","  "
WR-P-P-H-0000148836,Rekenschap in Zuid-Holland \x{2014} maar niet heus," statenleden en probeerden zoveel mogelijk",onder de pet," te houden . Dat die",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.14.s.1.w.41 p.14.s.1.w.42 p.14.s.1.w.43,"  ","  "
WR-P-P-H-0000081672,Wrevel onder de pet,Wrevel,onder de pet," Gent is een van de",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",head.1.s.1.w.2 head.1.s.1.w.3 head.1.s.1.w.4,"  ","  "
WR-P-E-J-0000032465,Lijst van uitdrukkingen en gezegden P-U," slordig uitvoeren Zij hielden het",onder de pet," . : Zij brachten het",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.28.w.16 p.1.s.28.w.17 p.1.s.28.w.18,"  ","  "
WR-P-P-H-0000148184,El Al staat nog steeds boven de wet," stoffen betrof -- inderdaad """,onder de pet," moest worden gehouden "" .",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.19.s.3.w.38 p.19.s.3.w.39 p.19.s.3.w.40,"  ","  "
WR-P-P-G-0000008708,Arts: Veel meer slachtoffers door sars in China," verdenking dat het werkelijke aantal",onder de pet," wordt gehouden . Maleisië geeft",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.2.w.14 p.3.s.2.w.15 p.3.s.2.w.16,"  ","  "
WR-P-P-G-0000072677,Huwelijk," tussen Mabel en crimineel Bruinsma",onder de pet," . [ ... ] Daarmee",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.2.w.25 p.2.s.2.w.26 p.2.s.2.w.27,"  ","  "
WR-P-P-G-0000091470,`Dapper duo' goochelde met vele miljoenen," was dus gemotiveerd de zaak",onder de pet," te houden . Maar kraakhelder",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.3.w.38 p.4.s.3.w.39 p.4.s.3.w.40,"  ","  "
WR-P-P-G-0000165479,De geheimen van Bush maken achterdochtig," en zijn ministers om alles",onder de pet," te houden - ook als",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.6.s.3.w.25 p.6.s.3.w.26 p.6.s.3.w.27,"  ","  "
WR-P-P-G-0000072527,Ziek van de brand bij ATF," . Er is te veel",onder de pet," gehouden , is hun verwijt",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.5.s.2.w.5 p.5.s.2.w.6 p.5.s.2.w.7,"  ","  "
WR-P-P-G-0000095166,Reken niet op de accountant," bij zowel Deloitte als PWC",onder de pet," . Alleen de gezamenlijke beloning",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.6.s.4.w.15 p.6.s.4.w.16 p.6.s.4.w.17,"  ","  "
WR-P-P-G-0000118705,'Instroom WAO loopt snel terug'," dat De Geus de cijfers",onder de pet," wilde houden . Een woordvoerder",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.9.s.2.w.10 p.9.s.2.w.11 p.9.s.2.w.12,"  ","  "
WR-P-P-G-0000149044,Geen toestemming," Mabel en crimineel Bruinsma ,",onder de pet," . Al in een vroeg",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.3.w.32 p.3.s.3.w.33 p.3.s.3.w.34,"  ","  "
WR-P-P-G-0000094581,De ene dode," Oorlogsdocumentatie heeft documenten over hem",onder de pet," gehouden en vernietigd . Niemand",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.27.s.3.w.33 p.27.s.3.w.34 p.27.s.3.w.35,"  ","  "
WR-P-P-G-0000143243,Brussel acht Microsoft schuldig aan misbruik van marktmacht," Omdat het bedrijf die kennis",onder de pet," houdt , blijven netwerkproducten van",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.3.w.6 p.3.s.3.w.7 p.3.s.3.w.8,"  ","  "
WR-P-P-G-0000071430,Topman van Corus roept wrevel op," Die hield de Fransman echter",onder de pet," . Staalconcern Corus heeft het",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.4.w.6 p.3.s.4.w.7 p.3.s.4.w.8,"  ","  "
WR-P-P-G-0000002006,Legionella," vervuild zwemwater voortaan ook maar",onder de pet," houden , dat is slecht",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.6.w.11 p.2.s.6.w.12 p.2.s.6.w.13,"  ","  "
WR-P-P-G-0000054655,Pegels onder de pet,Pegels,onder de pet," "" Volgens de wet Openbaarmaking",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",head.1.s.1.w.2 head.1.s.1.w.3 head.1.s.1.w.4,"  ","  "
WR-P-P-G-0000139965,Fatsoen," het nieuws twee weken lang",onder de pet," te houden , om de",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.3.w.23 p.1.s.3.w.24 p.1.s.3.w.25,"  ","  "
WR-P-P-G-0000640144,"Ome Willem stopt ermee, knip knap knee!"," uitstekende muziek . De man",onder de pet," van Ome Willem is Edwin",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.1.w.3 p.3.s.1.w.4 p.3.s.1.w.5,"  ","  "
WR-P-P-G-0000015899,Schipbreuk," ze geïntimideerd worden om zaken",onder de pet," te houden . De rijksrecherche",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.14.s.5.w.12 p.14.s.5.w.13 p.14.s.5.w.14,"  ","  "
WR-P-P-G-0000092543,Grof homoblad," helpt niet discriminatie van homoseksuelen",onder de pet," te houden . De onderwijsinspectie",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.5.s.1.w.7 p.5.s.1.w.8 p.5.s.1.w.9,"  ","  "
WR-P-P-G-0000158392,Dood op school," incidenten op school het liefst",onder de pet," houden . Dat is begrijpelijk",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.5.s.2.w.16 p.5.s.2.w.17 p.5.s.2.w.18,"  ","  "
WR-P-P-G-0000004537,Enquêtes vergen parlementaire volwassenheid," de onthulling over het `",onder de pet," houden ' van de informatie",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.2.w.10 p.4.s.2.w.11 p.4.s.2.w.12,"  ","  "
WR-P-P-G-0000048627,Scooterongeluk," bekend maar wordt ie '",onder de pet," ' gehouden ? G. B.",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.1.w.11 p.2.s.1.w.12 p.2.s.1.w.13,"  ","  "
WR-P-P-G-0000050919,'Buunk zoekt zelf naar aandacht'," . De man krabde zich",onder de pet," en concludeerde : Zulke dieren",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.2.w.5 p.4.s.2.w.6 p.4.s.2.w.7,"  ","  "
WR-P-P-G-0000165872,Dolende ministers," event . Daar bleken dingen",onder de pet," te zijn gehouden . Ambtenaren",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.10.s.3.w.4 p.10.s.3.w.5 p.10.s.3.w.6,"  ","  "
WR-P-P-G-0000003877,Pedofilie," pedofilie in het verleden `",onder de pet," ' heeft gehouden en getroffenen",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.1.w.19 p.1.s.1.w.20 p.1.s.1.w.21,"  ","  "
WR-P-P-G-0000042084,Neemt het geweld op school toe?," Directies zijn soms geneigd gewelddadigheden",onder de pet," te houden : de goede",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.5.s.6.w.6 p.5.s.6.w.7 p.5.s.6.w.8,"  ","  "
WR-P-P-G-0000159546,Dopingpolitie boekt winst," . Of hij het alsjeblieft",onder de pet," wilde houden . Dat heeft",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.20.s.4.w.5 p.20.s.4.w.6 p.20.s.4.w.7,"  ","  "
WR-P-P-G-0000126023,GRONINGEN," hebben hier toch iets meer",onder de pet," dan gemiddeld , laten we",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.4.w.10 p.3.s.4.w.11 p.3.s.4.w.12,"  ","  "
WR-P-P-G-0000148106,Cultuur en islam," maar die konden maar beter",onder de pet," worden gehouden , uit angst",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.3.w.15 p.1.s.3.w.16 p.1.s.3.w.17,"  ","  "
WR-P-P-G-0000025943,OR Corus Nederland woedend," Die hield de Fransman echter",onder de pet," . Corus wil 250 miljoen",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.3.w.6 p.3.s.3.w.7 p.3.s.3.w.8,"  ","  "
WR-P-P-G-0000158305,Geweld dringt scholen binnen," en geweld op hun school",onder de pet," te houden . Volgens het",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.8.s.2.w.16 p.8.s.2.w.17 p.8.s.2.w.18,"  ","  "
WR-P-P-G-0000065080,Affaires belagen Poolse regering," , tot dit weekeinde ,",onder de pet," . Miller verklaarde zondag dat",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.5.w.12 p.3.s.5.w.13 p.3.s.5.w.14,"  ","  "
WR-P-P-G-0000150263,Speuren in bevroren plasjes," vele andere , bleven jarenlang",onder de pet," , bevreesd als de Amerikaanse",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.20.s.1.w.10 p.20.s.1.w.11 p.20.s.1.w.12,"  ","  "
WR-P-P-G-0000069022,Delfzijl is Jorritsma dankbaar," gecommuniceerd , er wordt niets",onder de pet," gehouden . Ons motto :",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.9.s.2.w.10 p.9.s.2.w.11 p.9.s.2.w.12,"  ","  "
WR-P-P-G-0000100271,Een heel gewone jongen," daar nog geen vijf minuten",onder de pet," . '' De burgemeester vreesde",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.17.s.4.w.9 p.17.s.4.w.10 p.17.s.4.w.11,"  ","  "
WR-P-P-G-0000033332,Kleuter van school wegens seksueel misbruik," de zaak ' te lang",onder de pet," is gehouden ' . '",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.3.w.11 p.4.s.3.w.12 p.4.s.3.w.13,"  ","  "
