"","doc_id","doc_name","left_context","idiom_found","right_context","idiom_lemma","pos","pos_head","xml_id","with_verb","idiom_id","verb","amountofnouns","id","doc_type","doc_type_name","sentenceid"
"159","WR-P-P-G-0000688711","Panda met poncho"," uiteindelijk kwamen wij van de","regen in de drup"," . Door de overvloedige regen","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.2.w.26 p.3.s.2.w.27 p.3.s.2.w.28 p.3.s.2.w.29",0,1,"",2,159,"WR-P-P-G","newspapers","WR-P-P-G-0000688711-p.3.s.2"
"4","WR-P-E-C-0000000550","Drie keer Nieuwjaar in 2008"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.9.s.1.w.32 p.9.s.1.w.33 p.9.s.1.w.34 p.9.s.1.w.35",0,1,"",2,4,"WR-P-E-C","e-magazines","WR-P-E-C-0000000550-p.9.s.1"
"142","WR-P-P-G-0000005544","Stinken om hulp"," de plant belandt van de","regen in de drup"," wanneer behalve de bestrijdende roofwantsen","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.18.s.2.w.20 p.18.s.2.w.21 p.18.s.2.w.22 p.18.s.2.w.23",0,1,"",2,142,"WR-P-P-G","newspapers","WR-P-P-G-0000005544-p.18.s.2"
"8","WR-P-E-C-0000001158","Hemelhoog"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.9.s.1.w.32 p.9.s.1.w.33 p.9.s.1.w.34 p.9.s.1.w.35",0,1,"",2,8,"WR-P-E-C","e-magazines","WR-P-E-C-0000001158-p.9.s.1"
"155","WR-P-P-G-0000050238","Lieve Ma, Carlo en de rest van Nederland"," je al snel van de","regen in de drup"," Hoe huppelt mijn paardje het","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.3.w.19 p.1.s.3.w.20 p.1.s.3.w.21 p.1.s.3.w.22",0,1,"",2,155,"WR-P-P-G","newspapers","WR-P-P-G-0000050238-p.1.s.3"
"73","WR-P-E-C-0000000653","Voetstappen"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.1.w.32 p.8.s.1.w.33 p.8.s.1.w.34 p.8.s.1.w.35",0,1,"",2,73,"WR-P-E-C","e-magazines","WR-P-E-C-0000000653-p.8.s.1"
"85","WR-P-E-C-0000000887","Er zijn van die dagen"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.7.s.1.w.32 p.7.s.1.w.33 p.7.s.1.w.34 p.7.s.1.w.35",0,1,"",2,85,"WR-P-E-C","e-magazines","WR-P-E-C-0000000887-p.7.s.1"
"158","WR-P-P-G-0000128340","Hulp na terreur in voorbereiding"," oplopen dat ze van de","regen in de drup"," raken . Deursen bevestigt dit","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.3.w.22 p.5.s.3.w.23 p.5.s.3.w.24 p.5.s.3.w.25",0,1,"",2,158,"WR-P-P-G","newspapers","WR-P-P-G-0000128340-p.5.s.3"
"110","WR-P-E-J-0000038399","TIGR"," zou de Slovenen van de","regen in de drup"," helpen . Om deze redenen","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.56.w.11 p.1.s.56.w.12 p.1.s.56.w.13 p.1.s.56.w.14",0,1,"",2,110,"WR-P-E-J","wikipedia","WR-P-E-J-0000038399-p.1.s.56"
"32","WR-P-E-C-0000000501","Werk aan de winkel"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.1.w.32 p.2.s.1.w.33 p.2.s.1.w.34 p.2.s.1.w.35",0,1,"",2,32,"WR-P-E-C","e-magazines","WR-P-E-C-0000000501-p.2.s.1"
"33","WR-P-E-C-0000001076","Appelflauwte"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.9.s.1.w.32 p.9.s.1.w.33 p.9.s.1.w.34 p.9.s.1.w.35",0,1,"",2,33,"WR-P-E-C","e-magazines","WR-P-E-C-0000001076-p.9.s.1"
"152","WR-P-P-G-0000118450","Van de regen in de drup","Van de","regen in de drup"," Een paar Amsterdamse stadsbussen rijden","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","head.1.s.1.w.3 head.1.s.1.w.4 head.1.s.1.w.5 head.1.s.1.w.6",0,1,"",2,152,"WR-P-P-G","newspapers","WR-P-P-G-0000118450-head.1.s.1"
"102","WR-P-E-C-0000000884","Heimwee"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.10.s.1.w.32 p.10.s.1.w.33 p.10.s.1.w.34 p.10.s.1.w.35",0,1,"",2,102,"WR-P-E-C","e-magazines","WR-P-E-C-0000000884-p.10.s.1"
"164","WR-P-P-I-0000000372","Aansprakelijkheid voor producten met gebreken"," wij daarmee niet van de","regen in de drup"," zouden komen . Zonder vetorecht","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.98.s.6.w.20 p.98.s.6.w.21 p.98.s.6.w.22 p.98.s.6.w.23",0,1,"",2,164,"WR-P-P-I","policy documents","WR-P-P-I-0000000372-p.98.s.6"
"69","WR-P-E-C-0000000697","Incidentje of accidentje"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.9.s.1.w.32 p.9.s.1.w.33 p.9.s.1.w.34 p.9.s.1.w.35",0,1,"",2,69,"WR-P-E-C","e-magazines","WR-P-E-C-0000000697-p.9.s.1"
"90","WR-P-E-C-0000000583","Helaas"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.11.s.1.w.32 p.11.s.1.w.33 p.11.s.1.w.34 p.11.s.1.w.35",0,1,"",2,90,"WR-P-E-C","e-magazines","WR-P-E-C-0000000583-p.11.s.1"
"49","WR-P-E-C-0000000952","Dierenliefde of leed"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.7.s.1.w.32 p.7.s.1.w.33 p.7.s.1.w.34 p.7.s.1.w.35",0,1,"",2,49,"WR-P-E-C","e-magazines","WR-P-E-C-0000000952-p.7.s.1"
"126","WR-P-P-H-0000150945","Nederlandse oorlogen"," "" raakt Irak van de","regen in de drup"," "" . Overigens heeft volgens","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.2.w.12 p.3.s.2.w.13 p.3.s.2.w.14 p.3.s.2.w.15",0,1,"",2,126,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000150945-p.3.s.2"
"89","WR-P-E-C-0000000871","Doctor"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.1.w.32 p.8.s.1.w.33 p.8.s.1.w.34 p.8.s.1.w.35",0,1,"",2,89,"WR-P-E-C","e-magazines","WR-P-E-C-0000000871-p.8.s.1"
"9","WR-P-E-C-0000000573","Als een vis in het water"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.14.s.1.w.32 p.14.s.1.w.33 p.14.s.1.w.34 p.14.s.1.w.35",0,1,"",2,9,"WR-P-E-C","e-magazines","WR-P-E-C-0000000573-p.14.s.1"
"17","WR-P-E-C-0000001180","Filevorming"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.1.w.32 p.8.s.1.w.33 p.8.s.1.w.34 p.8.s.1.w.35",0,1,"",2,17,"WR-P-E-C","e-magazines","WR-P-E-C-0000001180-p.8.s.1"
"129","WR-P-P-H-0000036404","IEDEREEN IS BOOS OP BIBI"," er alleen maar van de","regen in de drup"," mee geraakte , heeft sinds","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.18.s.5.w.15 p.18.s.5.w.16 p.18.s.5.w.17 p.18.s.5.w.18",0,1,"",2,129,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000036404-p.18.s.5"
"14","WR-P-E-C-0000000574","Kun je met me trouwen"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.10.s.1.w.32 p.10.s.1.w.33 p.10.s.1.w.34 p.10.s.1.w.35",0,1,"",2,14,"WR-P-E-C","e-magazines","WR-P-E-C-0000000574-p.10.s.1"
"145","WR-P-P-G-0000168367","Weerstand tegen missie Irak groot"," land ' raakt van de","regen in de drup"," ' zonder zicht op verbetering","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.1.w.27 p.5.s.1.w.28 p.5.s.1.w.29 p.5.s.1.w.30",0,1,"",2,145,"WR-P-P-G","newspapers","WR-P-P-G-0000168367-p.5.s.1"
"117","WR-P-P-G-0000157447","Geplunderd Buchanan smacht naar VN"," rebellen zijn we van de","regen in de drup"," gekomen . We willen hen","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.13.s.2.w.10 p.13.s.2.w.11 p.13.s.2.w.12 p.13.s.2.w.13",0,1,"",2,117,"WR-P-P-G","newspapers","WR-P-P-G-0000157447-p.13.s.2"
"92","WR-P-E-C-0000000800","Kink in de kabel"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.1.w.32 p.8.s.1.w.33 p.8.s.1.w.34 p.8.s.1.w.35",0,1,"",2,92,"WR-P-E-C","e-magazines","WR-P-E-C-0000000800-p.8.s.1"
"124","WR-P-P-H-0000156677","Deze week"," . Zo'n overstap van de","regen in de drup"," kost een consument ' slechts","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.37.s.6.w.5 p.37.s.6.w.6 p.37.s.6.w.7 p.37.s.6.w.8",0,1,"",2,124,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000156677-p.37.s.6"
"71","WR-P-E-C-0000000740","Schoonmoeder"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.9.s.1.w.32 p.9.s.1.w.33 p.9.s.1.w.34 p.9.s.1.w.35",0,1,"",2,71,"WR-P-E-C","e-magazines","WR-P-E-C-0000000740-p.9.s.1"
"43","WR-P-E-C-0000000514","Engelen en demonen"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.11.s.1.w.32 p.11.s.1.w.33 p.11.s.1.w.34 p.11.s.1.w.35",0,1,"",2,43,"WR-P-E-C","e-magazines","WR-P-E-C-0000000514-p.11.s.1"
"101","WR-P-E-C-0000000984","Feestmaand"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.9.s.1.w.32 p.9.s.1.w.33 p.9.s.1.w.34 p.9.s.1.w.35",0,1,"",2,101,"WR-P-E-C","e-magazines","WR-P-E-C-0000000984-p.9.s.1"
"93","WR-P-E-C-0000001197","t Is weer voorbije die mooie zomer"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.1.w.32 p.8.s.1.w.33 p.8.s.1.w.34 p.8.s.1.w.35",0,1,"",2,93,"WR-P-E-C","e-magazines","WR-P-E-C-0000001197-p.8.s.1"
"27","WR-P-E-L-0000000565","Unspecified"," helpen we ondernemers van de","regen in de drup"," . Moeten we niet doen","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","text.1.event.1256.s.2.w.7 text.1.event.1256.s.2.w.8 text.1.event.1256.s.2.w.9 text.1.event.1256.s.2.w.10",0,1,"",2,27,"WR-P-E-L","tweets","WR-P-E-L-0000000565-text.1.event.1256.s.2"
"45","WR-P-E-C-0000000802","Als hond en kat"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.9.s.1.w.32 p.9.s.1.w.33 p.9.s.1.w.34 p.9.s.1.w.35",0,1,"",2,45,"WR-P-E-C","e-magazines","WR-P-E-C-0000000802-p.9.s.1"
"57","WR-P-E-C-0000000880","Tunesië-forum -ontmoetingsplaats voor mensen en culturen"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.1.w.32 p.8.s.1.w.33 p.8.s.1.w.34 p.8.s.1.w.35",0,1,"",2,57,"WR-P-E-C","e-magazines","WR-P-E-C-0000000880-p.8.s.1"
"79","WR-P-E-C-0000000983","Kamelen"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.6.s.1.w.32 p.6.s.1.w.33 p.6.s.1.w.34 p.6.s.1.w.35",0,1,"",2,79,"WR-P-E-C","e-magazines","WR-P-E-C-0000000983-p.6.s.1"
"2","WR-P-E-C-0000000513","Lotgenoten"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.1.w.32 p.8.s.1.w.33 p.8.s.1.w.34 p.8.s.1.w.35",0,1,"",2,2,"WR-P-E-C","e-magazines","WR-P-E-C-0000000513-p.8.s.1"
"78","WR-P-E-C-0000000939","Vakantie"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.1.w.32 p.8.s.1.w.33 p.8.s.1.w.34 p.8.s.1.w.35",0,1,"",2,78,"WR-P-E-C","e-magazines","WR-P-E-C-0000000939-p.8.s.1"
"70","WR-P-E-C-0000000873","Klederdracht"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.6.s.1.w.32 p.6.s.1.w.33 p.6.s.1.w.34 p.6.s.1.w.35",0,1,"",2,70,"WR-P-E-C","e-magazines","WR-P-E-C-0000000873-p.6.s.1"
"75","WR-P-E-C-0000001196","Even geduld aub"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.7.s.1.w.32 p.7.s.1.w.33 p.7.s.1.w.34 p.7.s.1.w.35",0,1,"",2,75,"WR-P-E-C","e-magazines","WR-P-E-C-0000001196-p.7.s.1"
"66","WR-P-E-C-0000000844","In voor- en tegenspoed"," die mooie zomer Van de","regen in de drup"," ... Aanloopje Vakantie Schorpioenen Hoog","regen in de drup","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.4.s.1.w.32 p.4.s.1.w.33 p.4.s.1.w.34 p.4.s.1.w.35",0,1,"",2,66,"WR-P-E-C","e-magazines","WR-P-E-C-0000000844-p.4.s.1"
"166","WR-P-E-G-0000007728","Subtitles for Thuis 1742"," hebt me geholpen(!) Van de","wal in de sloot"," . Femke . Het gaat","wal in de sloot","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.413.s.1.w.9 p.413.s.1.w.10 p.413.s.1.w.11 p.413.s.1.w.12",0,2,"",2,166,"WR-P-E-G","subtitles","WR-P-E-G-0000007728-p.413.s.1"
"167","WR-P-E-A-0004419124","Schooldouchen"," in mijn ogen van de","wal in de sloot"," gaat . Uiteraard is een","wal in de sloot","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.1.w.24 p.1.s.1.w.25 p.1.s.1.w.26 p.1.s.1.w.27",0,2,"",2,167,"WR-P-E-A","discussion lists","WR-P-E-A-0004419124-p.1.s.1"
"168","WR-P-E-A-0004316092","Kwijtschelding, wao, kinderbijslag, enz."," en komen ze van de","wal in de sloot"," . Maar ja de behaalde","wal in de sloot","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.13.w.17 p.5.s.13.w.18 p.5.s.13.w.19 p.5.s.13.w.20",0,2,"",2,168,"WR-P-E-A","discussion lists","WR-P-E-A-0004316092-p.5.s.13"
"169","WR-P-E-G-0000005067","Subtitles for Thuis 570"," . Ja , van de","wal in de sloot"," . Nee . Ik kan","wal in de sloot","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.234.s.1.w.5 p.234.s.1.w.6 p.234.s.1.w.7 p.234.s.1.w.8",0,2,"",2,169,"WR-P-E-G","subtitles","WR-P-E-G-0000005067-p.234.s.1"
"170","WR-P-E-A-0000647060","Internet-haatbaard weg bij islamitische omroep na dubieuze uitspraken"," echt alleen maar van de","wal in de sloot"," . Tegelijkertijd aantonend dat de","wal in de sloot","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.12.s.1.w.34 p.12.s.1.w.35 p.12.s.1.w.36 p.12.s.1.w.37",0,2,"",2,170,"WR-P-E-A","discussion lists","WR-P-E-A-0000647060-p.12.s.1"
"171","WR-P-E-A-0005022348","Claudia"," toe alleen maar van de","wal in de sloot"," . Daarbij wordt ze zowat","wal in de sloot","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.4.s.2.w.14 p.4.s.2.w.15 p.4.s.2.w.16 p.4.s.2.w.17",0,2,"",2,171,"WR-P-E-A","discussion lists","WR-P-E-A-0005022348-p.4.s.2"
"172","WR-P-P-B-0000000191","Het eindige leven"," managers die me van de","wal in de sloot"," hielpen waardoor ik al mijn","wal in de sloot","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.282.s.1.w.29 p.282.s.1.w.30 p.282.s.1.w.31 p.282.s.1.w.32",0,2,"",2,172,"WR-P-P-B","books","WR-P-P-B-0000000191-p.282.s.1"
"173","WR-P-P-B-0000000029","De minnaar zonder verblijfplaats"," sinds de consommé van de","wal in de sloot"," zien raken . De gastvrouw","wal in de sloot","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1322.s.1.w.25 p.1322.s.1.w.26 p.1322.s.1.w.27 p.1322.s.1.w.28",0,2,"",2,173,"WR-P-P-B","books","WR-P-P-B-0000000029-p.1322.s.1"
